7830; Ostalo ustupanje ljudskih resursa;
7911; Djelatnosti putničkih agencija;
7912; Djelatnosti organizatora putovanja (turoperatora);
7990; Ostale rezervacijske usluge i djelatnosti povezane s njima;
8010; Djelatnosti privatne zaštite;
8020; Usluge zaštite uz pomoć sigurnosnih sustava;
8030; Istražne djelatnosti;
8110; Upravljanje zgradama;
8121; Osnovno čišćenje zgrada;
8122; Ostale djelatnosti čišćenja zgrada i objekata;
8129; Ostale djelatnosti čišćenja;
8130; Uslužne djelatnosti uređenja i održavanja krajolika;
8211; Kombinirane uredske administrativne uslužne djelatnosti;
8219; Fotokopiranje, priprema dokumenata i ostale specijalizirane uredske pomoćne djelatnosti;
8220; Djelatnosti pozivnih centara;
8230; Organizacija sastanaka i poslovnih sajmova;
8291; Djelatnosti agencija za prikupljanje i naplatu računa te kreditnih ureda;
8292; Djelatnosti pakiranja;
8299; Ostale poslovne pomoćne uslužne djelatnosti, druge nespomenute;
8411; Opće djelatnosti javne uprave;
8412; Reguliranje djelatnosti subjekata koji pružaju zdravstvenu zaštitu, usluge u obrazovanju i kulturi i druge društvene usluge, osim obveznoga socijalnog osiguranja;
8413; Reguliranje i poboljšavanje poslovanja u gospodarstvu;
8421; Vanjski poslovi;
8422; Poslovi obrane;
8423; Sudske i pravosudne djelatnosti;
8424; Poslovi javnog reda i sigurnosti;
8425; Djelatnosti vatrogasne službe;
8430; Djelatnosti obveznoga socijalnog osiguranja;
8510; Predškolsko obrazovanje;
8520; Osnovno obrazovanje;
8531; Opće srednje obrazovanje;
8532; Tehničko i strukovno srednje obrazovanje;
8541; Obrazovanje nakon srednjeg koje nije visoko;
8542; Visoko obrazovanje ;
8551; Obrazovanje i poučavanje u području sporta i rekreacije;
8552; Obrazovanje i poučavanje u području kulture;
8553; Djelatnosti vozačkih škola;
8559; Ostalo obrazovanje i poučavanje, druge nespomenute;
8560; Pomoćne usluge u obrazovanju;
8610; Djelatnosti bolnica;
8621; Djelatnosti opće medicinske prakse;
8622; Djelatnosti specijalističke medicinske prakse;
8623; Djelatnosti stomatološke prakse;
8690; Ostale djelatnosti humane medicine;
8710; Djelatnosti ustanova za njegu;
8720; Djelatnosti socijalne skrbi sa smještajem za osobe s poteškoćama u razvoju, duševno bolesne i zlostavljane osobe ;
8730; Djelatnosti socijalne skrbi sa smještajem za starije osobe i osobe s invaliditetom;
8790; Ostale djelatnosti socijalne skrbi sa smještajem;
8810; Djelatnosti socijalne skrbi bez smještaja za starije osobe i osobe s invaliditetom;
8891; Djelatnosti dnevne skrbi o djeci;
8899; Ostale djelatnosti socijalne skrbi bez smještaja, druge nespomenute;
9001; Izvođačka umjetnost;
9002; Pomoćne djelatnosti u izvođačkoj umjetnosti;
9003; Umjetničko stvaralaštvo;
9004; Rad umjetničkih objekata;
9101; Djelatnosti knjižnica i arhiva;
9102; Djelatnosti muzeja;
9103; Rad povijesnih mjesta i građevina te sličnih zanimljivosti za posjetitelje;
9104; Djelatnosti botaničkih i zooloških vrtova i prirodnih rezervata;
9200; Djelatnosti kockanja i klađenja;
9311; Rad sportskih objekata;
9312; Djelatnosti sportskih klubova;
9313; Fitnes centri;
9319; Ostale sportske djelatnosti;
9321; Djelatnosti zabavnih i tematskih parkova;
9329; Ostale zabavne i rekreacijske djelatnosti;
9411; Djelatnosti poslovnih organizacija i organizacija poslodavaca;
9412; Djelatnosti strukovnih članskih organizacija;
9420; Djelatnosti sindikata;
9491; Djelatnosti vjerskih organizacija;
9492; Djelatnosti političkih organizacija;
9499; Djelatnosti ostalih članskih organizacija, druge nespomenute;
9511; Popravak računala i periferne opreme;
9512; Popravak komunikacijske opreme;
9521; Popravak elektroničkih uređaja za široku potrošnju;
9522; Popravak aparata za kućanstvo te opreme za kuću i vrt;
9523; Popravak obuće i proizvoda od kože;
9524; Popravak namještaja i pokućstva;
9525; Popravak satova i nakita;
9529; Popravak ostalih predmeta za osobnu uporabu i kućanstvo ;
9601; Pranje i kemijsko čišćenje tekstila i krznenih proizvoda;
9602; Frizerski saloni i saloni za uljepšavanje;
9603; Pogrebne i srodne djelatnosti;
9604; Djelatnosti za njegu i održavanje tijela;
9609; Ostale osobne uslužne djelatnosti, druge nespomenute;
9700; Djelatnosti kućanstava koja zapošljavaju poslugu;
9810; Djelatnosti privatnih kućanstava koja proizvode različitu robu za vlastite potrebe;
9820; Djelatnosti privatnih kućanstava koja obavljaju različite usluge za vlastite potrebe;
9900; Djelatnosti izvanteritorijalnih organizacija i tijela;
